year,drug,nature,intent,age_group,n,sex,jurisdiction,pop,rate_ht,rate_ht_lcl,rate_ht_ucl,rate_m,rate_m_lcl,rate_m_ucl
1999,All opioids with benzodiazepines,NA,Intentional,15-24,3,All,AUS,2583566,0.11611857409487507,0.023946406551225485,0.33934788538313876,1.1611857409487507,0.23946406551225485,3.393478853831388
2e3,All opioids with benzodiazepines,NA,Intentional,15-24,2,All,AUS,2595640,0.07705228768242128,0.009331172243428897,0.27833956171346846,0.7705228768242128,0.09331172243428898,2.7833956171346848
2001,All opioids with benzodiazepines,NA,Intentional,15-24,2,All,AUS,2630115,0.07604230233278773,0.009208861179809165,0.2746911446708403,0.7604230233278774,0.09208861179809165,2.7469114467084035
2002,All opioids with benzodiazepines,NA,Intentional,15-24,2,All,AUS,2667594,0.07497392781660178,0.009079479081874446,0.2708318057267887,0.7497392781660178,0.09079479081874446,2.708318057267887
2003,All opioids with benzodiazepines,NA,Intentional,15-24,0,All,AUS,2710380,0,0,0.13610194143893664,0,0,1.3610194143893664
2004,All opioids with benzodiazepines,NA,Intentional,15-24,4,All,AUS,2748615,0.14552783856596868,0.039652303157157134,0.3726090685971453,1.4552783856596867,0.3965230315715713,3.726090685971453
2005,All opioids with benzodiazepines,NA,Intentional,15-24,1,All,AUS,2794180,0.035788675031672976,9.050800877244715e-4,0.19940173100988706,0.3578867503167298,0.009050800877244716,1.9940173100988705
2006,All opioids with benzodiazepines,NA,Intentional,15-24,0,All,AUS,2841117,0,0,0.12983906683085036,0,0,1.2983906683085036
2007,All opioids with benzodiazepines,NA,Intentional,15-24,4,All,AUS,2903862,0.1377475926886333,0.037532401760934045,0.3526885489331595,1.377475926886333,0.3753240176093404,3.526885489331595
2008,All opioids with benzodiazepines,NA,Intentional,15-24,4,All,AUS,2973974,0.13450016711645765,0.03664756828483015,0.3443738496308786,1.3450016711645765,0.3664756828483015,3.443738496308786
2009,All opioids with benzodiazepines,NA,Intentional,15-24,1,All,AUS,3043814,0.03285351864470037,8.308512542218296e-4,0.18304808662855424,0.3285351864470037,0.008308512542218297,1.8304808662855423
2010,All opioids with benzodiazepines,NA,Intentional,15-24,3,All,AUS,3065102,0.09787602500667188,0.020184359864018692,0.2860353942047521,0.9787602500667187,0.20184359864018692,2.860353942047521
2011,All opioids with benzodiazepines,NA,Intentional,15-24,0,All,AUS,3065122,0,0,0.12035017856948764,0,0,1.2035017856948764
2012,All opioids with benzodiazepines,NA,Intentional,15-24,2,All,AUS,3092512,0.06467234403617513,0.007831938541203327,0.23361891561486173,0.6467234403617512,0.07831938541203327,2.336189156148617
2013,All opioids with benzodiazepines,NA,Intentional,15-24,1,All,AUS,3118366,0.03206807667861951,8.109877671568906e-4,0.17867188417049384,0.32068076678619506,0.008109877671568906,1.7867188417049384
2014,All opioids with benzodiazepines,NA,Intentional,15-24,5,All,AUS,3141184,0.1591756484179214,0.05168387662417378,0.3714625431080258,1.591756484179214,0.5168387662417377,3.714625431080258
2015,All opioids with benzodiazepines,NA,Intentional,15-24,1,All,AUS,3154845,0.03169727831319764,8.016104371270107e-4,0.17660592794676322,0.31697278313197635,0.008016104371270108,1.7660592794676322
2016,All opioids with benzodiazepines,NA,Intentional,15-24,4,All,AUS,3172488,0.12608400725235208,0.03435439794959333,0.32282513758354403,1.260840072523521,0.3435439794959333,3.2282513758354403
1997,All opioids with benzodiazepines,NA,Undetermined,15-24,5,All,AUS,2619372,0.19088544887858616,0.06197995790969312,0.4454625753845734,1.9088544887858616,0.6197995790969312,4.454625753845734
1998,All opioids with benzodiazepines,NA,Undetermined,15-24,2,All,AUS,2592341,0.077150344032671625,0.009343047045868497,0.27869377522708133,0.77150344032671625,0.09343047045868497,2.786937752270813
1999,All opioids with benzodiazepines,NA,Undetermined,15-24,2,All,AUS,2583566,0.07741238272991671,0.009374780408913022,0.27964034979789454,0.7741238272991671,0.09374780408913022,2.7964034979789454
2e3,All opioids with benzodiazepines,NA,Undetermined,15-24,4,All,AUS,2595640,0.15410457536484257,0.04198922625722729,0.39456892137667104,1.5410457536484257,0.4198922625722729,3.9456892137667103
2001,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,2630115,0,0,0.1402554565246254,0,0,1.402554565246254
2002,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,2667594,0,0,0.13828490393862977,0,0,1.3828490393862978
2003,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,2710380,0,0,0.13610194143893664,0,0,1.3610194143893664
2004,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,2748615,0,0,0.13420867601947348,0,0,1.3420867601947348
2005,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,2794180,0,0,0.1320201204064395,0,0,1.3202012040643951
2006,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,2841117,0,0,0.12983906683085036,0,0,1.2983906683085036
2007,All opioids with benzodiazepines,NA,Undetermined,15-24,3,All,AUS,2903862,0.10331069451647495,0.021305117732152358,0.30191781112455557,1.0331069451647497,0.21305117732152357,3.0191781112455556
2008,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,2973974,0,0,0.12403873740566163,0,0,1.2403873740566163
2009,All opioids with benzodiazepines,NA,Undetermined,15-24,3,All,AUS,3043814,0.09856055593410108,0.020325526391534902,0.2880358848627985,0.9856055593410108,0.203255263915349,2.880358848627985
2010,All opioids with benzodiazepines,NA,Undetermined,15-24,1,All,AUS,3065102,0.03262534166889063,8.250807573509672e-4,0.18177676591291456,0.32625341668890634,0.008250807573509671,1.8177676591291456
2011,All opioids with benzodiazepines,NA,Undetermined,15-24,3,All,AUS,3065122,0.09787538636308765,0.02018422816055068,0.28603352781643737,0.9787538636308766,0.2018422816055068,2.860335278164374
2012,All opioids with benzodiazepines,NA,Undetermined,15-24,1,All,AUS,3092512,0.03233617201808756,8.177677821518442e-4,0.18016561576905965,0.3233617201808756,0.008177677821518441,1.8016561576905965
2013,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,3118366,0,0,0.1182952802965608,0,0,1.182952802965608
2014,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,3141184,0,0,0.11743596683201785,0,0,1.1743596683201785
2015,All opioids with benzodiazepines,NA,Undetermined,15-24,0,All,AUS,3154845,0,0,0.11692744969634487,0,0,1.1692744969634488
2016,All opioids with benzodiazepines,NA,Undetermined,15-24,3,All,AUS,3172488,0.09456300543926408,0.019501136580476718,0.2763533412412511,0.9456300543926408,0.1950113658047672,2.763533412412511
1997,All opioids with benzodiazepines,NA,All,15-24,47,All,AUS,2619372,1.79432321945871,1.3184011298848146,2.3860694874566,17.9432321945871,13.184011298848146,23.860694874566
1998,All opioids with benzodiazepines,NA,All,15-24,44,All,AUS,2592341,1.6973075687187757,1.233266201155925,2.2785561883353096,16.97307568718776,12.33266201155925,22.785561883353097
1999,All opioids with benzodiazepines,NA,All,15-24,74,All,AUS,2583566,2.8642581610069184,2.249059445252593,3.5958138532979613,28.642581610069186,22.49059445252593,35.95813853297961
2e3,All opioids with benzodiazepines,NA,All,15-24,56,All,AUS,2595640,2.157464055107796,1.6297254330140156,2.8016473487413776,21.574640551077962,16.297254330140156,28.016473487413776
2001,All opioids with benzodiazepines,NA,All,15-24,24,All,AUS,2630115,0.9125076279934528,0.5846610426611261,1.3577390236310891,9.125076279934527,5.84661042661126,13.57739023631089
2002,All opioids with benzodiazepines,NA,All,15-24,21,All,AUS,2667594,0.7872262420743187,0.4873064058598364,1.203358911295288,7.872262420743187,4.873064058598365,12.03358911295288
2003,All opioids with benzodiazepines,NA,All,15-24,18,All,AUS,2710380,0.6641135191375379,0.3935949411900427,1.0495862225996913,6.641135191375379,3.9359494119004266,10.495862225996913
2004,All opioids with benzodiazepines,NA,All,15-24,14,All,AUS,2748615,0.5093474349808903,0.27846511046676403,0.8545982690714582,5.093474349808903,2.78465110466764,8.545982690714581
2005,All opioids with benzodiazepines,NA,All,15-24,15,All,AUS,2794180,0.5368301254750947,0.30045972206904625,0.885419680773936,5.368301254750946,3.0045972206904628,8.85419680773936
2006,All opioids with benzodiazepines,NA,All,15-24,14,All,AUS,2841117,0.4927639375639933,0.26939875394276425,0.8267739840857825,4.927639375639933,2.6939875394276425,8.267739840857825
2007,All opioids with benzodiazepines,NA,All,15-24,21,All,AUS,2903862,0.7231748616153246,0.4476575141770733,1.1054495742627721,7.231748616153246,4.4765751417707325,11.054495742627722
2008,All opioids with benzodiazepines,NA,All,15-24,17,All,AUS,2973974,0.5716257102449449,0.33299299509402336,0.9152281378483142,5.716257102449449,3.3299299509402336,9.152281378483142
2009,All opioids with benzodiazepines,NA,All,15-24,16,All,AUS,3043814,0.5256562983152059,0.3004578570063831,0.8536329041714548,5.256562983152059,3.0045785700638312,8.536329041714549
2010,All opioids with benzodiazepines,NA,All,15-24,31,All,AUS,3065102,1.0113855917356094,0.6871873630634879,1.435580724704587,10.113855917356094,6.871873630634879,14.35580724704587
2011,All opioids with benzodiazepines,NA,All,15-24,22,All,AUS,3065122,0.7177528333293096,0.4498109553350203,1.086686430701163,7.177528333293096,4.498109553350203,10.86686430701163
2012,All opioids with benzodiazepines,NA,All,15-24,19,All,AUS,3092512,0.6143872683436636,0.36990217476597925,0.9594418620991939,6.143872683436636,3.6990217476597924,9.59441862099194
2013,All opioids with benzodiazepines,NA,All,15-24,20,All,AUS,3118366,0.6413615335723901,0.3917610311356911,0.9905308709464199,6.413615335723901,3.917610311356911,9.9053087094642
2014,All opioids with benzodiazepines,NA,All,15-24,21,All,AUS,3141184,0.6685377233552698,0.41383619820846673,1.0219309061862796,6.685377233552698,4.1383619820846675,10.219309061862795
2015,All opioids with benzodiazepines,NA,All,15-24,17,All,AUS,3154845,0.5388537313243599,0.31390211233570997,0.8627570248393511,5.3885373132435985,3.1390211233570997,8.62757024839351
2016,All opioids with benzodiazepines,NA,All,15-24,20,All,AUS,3172488,0.6304200362617605,0.38507766762820866,0.9736326157607857,6.304200362617605,3.8507766762820865,9.736326157607857
1997,All opioids with alcohol,NA,Accidental,15-24,7,All,AUS,2619372,0.26723962843002064,0.10744398021446665,0.5506157770116091,2.6723962843002065,1.0744398021446664,5.506157770116092
1998,All opioids with alcohol,NA,Accidental,15-24,23,All,AUS,2592341,0.8872289563757236,0.5624274726332684,1.3312796305760024,8.872289563757237,5.624274726332684,13.312796305760024
1999,All opioids with alcohol,NA,Accidental,15-24,19,All,AUS,2583566,0.7354176359342088,0.4427705405203073,1.148445780693856,7.354176359342088,4.427705405203072,11.48445780693856
2e3,All opioids with alcohol,NA,Accidental,15-24,15,All,AUS,2595640,0.5778921576181596,0.32344182791561527,0.9531452603692795,5.778921576181596,3.2344182791561527,9.531452603692795
2001,All opioids with alcohol,NA,Accidental,15-24,7,All,AUS,2630115,0.26614805816475706,0.10700511321456586,0.5483667250528789,2.6614805816475706,1.0700511321456587,5.4836672505287885
2002,All opioids with alcohol,NA,Accidental,15-24,3,All,AUS,2667594,0.11246089172490267,0.023192105615743405,0.3286585810463565,1.1246089172490268,0.23192105615743405,3.286585810463565
2003,All opioids with alcohol,NA,Accidental,15-24,3,All,AUS,2710380,0.11068558652292299,0.022825995538604704,0.32347038380145005,1.10685586522923,0.22825995538604704,3.2347038380145006
2004,All opioids with alcohol,NA,Accidental,15-24,3,All,AUS,2748615,0.10914587892447651,0.022508471280235108,0.31897070300779634,1.0914587892447651,0.2250847128023511,3.1897070300779635
2005,All opioids with alcohol,NA,Accidental,15-24,5,All,AUS,2794180,0.1789433751583649,0.058102400815204715,0.41759378315292534,1.789433751583649,0.5810240081520471,4.175937831529254
2006,All opioids with alcohol,NA,Accidental,15-24,1,All,AUS,2841117,0.03519742411171381,8.901276080914528e-4,0.19610749179044942,0.3519742411171381,0.008901276080914528,1.9610749179044942
2007,All opioids with alcohol,NA,Accidental,15-24,6,All,AUS,2903862,0.2066213890329499,0.07582629962626289,0.449727931500311,2.0662138903294993,0.7582629962626288,4.49727931500311
2008,All opioids with alcohol,NA,Accidental,15-24,2,All,AUS,2973974,0.06725008355822883,0.008144107487803788,0.24293060395482519,0.6725008355822882,0.08144107487803788,2.4293060395482517
2009,All opioids with alcohol,NA,Accidental,15-24,9,All,AUS,3043814,0.2956816678023033,0.13520474436444702,0.5612959454454012,2.956816678023033,1.3520474436444703,5.612959454454012
2010,All opioids with alcohol,NA,Accidental,15-24,13,All,AUS,3065102,0.42412944169557815,0.22583103816800623,0.7252737445656539,4.241294416955782,2.2583103816800625,7.252737445656539
2011,All opioids with alcohol,NA,Accidental,15-24,14,All,AUS,3065122,0.4567518030277425,0.24971057582882658,0.7663517541369792,4.567518030277425,2.497105758288266,7.663517541369792
2012,All opioids with alcohol,NA,Accidental,15-24,2,All,AUS,3092512,0.06467234403617513,0.007831938541203327,0.23361891561486173,0.6467234403617512,0.07831938541203327,2.336189156148617
2013,All opioids with alcohol,NA,Accidental,15-24,5,All,AUS,3118366,0.16034038339309753,0.052062062730875304,0.3741806436480647,1.6034038339309753,0.520620627308753,3.7418064364806467
2014,All opioids with alcohol,NA,Accidental,15-24,7,All,AUS,3141184,0.22284590778508997,0.08959543705250246,0.4591477446282843,2.2284590778509,0.8959543705250246,4.591477446282843
2015,All opioids with alcohol,NA,Accidental,15-24,1,All,AUS,3154845,0.03169727831319764,8.016104371270107e-4,0.17660592794676322,0.31697278313197635,0.008016104371270108,1.7660592794676322
2016,All opioids with alcohol,NA,Accidental,15-24,1,All,AUS,3172488,0.03152100181308802,7.97152480803068e-4,0.17562377816817784,0.31521001813088023,0.00797152480803068,1.7562377816817785
1997,All opioids with alcohol,NA,Intentional,15-24,0,All,AUS,2619372,0,0,0.14083069531065656,0,0,1.4083069531065657
1998,All opioids with alcohol,NA,Intentional,15-24,1,All,AUS,2592341,0.03857517201633581,9.75549389342669e-4,0.21492709823021208,0.3857517201633581,0.00975549389342669,2.149270982302121
1999,All opioids with alcohol,NA,Intentional,15-24,1,All,AUS,2583566,0.038706191364958356,9.788628119111198e-4,0.2156570913045017,0.38706191364958353,0.009788628119111197,2.156570913045017
2e3,All opioids with alcohol,NA,Intentional,15-24,3,All,AUS,2595640,0.11557843152363194,0.02383501633043235,0.33776935894337207,1.1557843152363194,0.2383501633043235,3.3776935894337208
2001,All opioids with alcohol,NA,Intentional,15-24,2,All,AUS,2630115,0.07604230233278773,0.009208861179809165,0.2746911446708403,0.7604230233278774,0.09208861179809165,2.7469114467084035
2002,All opioids with alcohol,NA,Intentional,15-24,0,All,AUS,2667594,0,0,0.13828490393862977,0,0,1.3828490393862978
2003,All opioids with alcohol,NA,Intentional,15-24,0,All,AUS,2710380,0,0,0.13610194143893664,0,0,1.3610194143893664
2004,All opioids with alcohol,NA,Intentional,15-24,1,All,AUS,2748615,0.03638195964149217,9.200839984930461e-4,0.20270730122378222,0.3638195964149217,0.00920083998493046,2.027073012237822
2005,All opioids with alcohol,NA,Intentional,15-24,4,All,AUS,2794180,0.1431547001266919,0.03900568869661562,0.3665328916111856,1.4315470012669191,0.39005688696615626,3.665328916111856
2006,All opioids with alcohol,NA,Intentional,15-24,0,All,AUS,2841117,0,0,0.12983906683085036,0,0,1.2983906683085036
2007,All opioids with alcohol,NA,Intentional,15-24,4,All,AUS,2903862,0.1377475926886333,0.037532401760934045,0.3526885489331595,1.377475926886333,0.3753240176093404,3.526885489331595
2008,All opioids with alcohol,NA,Intentional,15-24,3,All,AUS,2973974,0.10087512533734323,0.020802845548724844,0.2948000415766157,1.0087512533734324,0.20802845548724844,2.948000415766157
2009,All opioids with alcohol,NA,Intentional,15-24,0,All,AUS,3043814,0,0,0.12119268129960147,0,0,1.2119268129960146
2010,All opioids with alcohol,NA,Intentional,15-24,0,All,AUS,3065102,0,0,0.1203509638626268,0,0,1.203509638626268
2011,All opioids with alcohol,NA,Intentional,15-24,0,All,AUS,3065122,0,0,0.12035017856948764,0,0,1.2035017856948764
2012,All opioids with alcohol,NA,Intentional,15-24,2,All,AUS,3092512,0.06467234403617513,0.007831938541203327,0.23361891561486173,0.6467234403617512,0.07831938541203327,2.336189156148617
2013,All opioids with alcohol,NA,Intentional,15-24,3,All,AUS,3118366,0.09620423003585853,0.019839596053806197,0.28114969790196986,0.9620423003585853,0.19839596053806197,2.8114969790196986
2014,All opioids with alcohol,NA,Intentional,15-24,0,All,AUS,3141184,0,0,0.11743596683201785,0,0,1.1743596683201785
2015,All opioids with alcohol,NA,Intentional,15-24,2,All,AUS,3154845,0.06339455662639527,0.007677196160804661,0.229003104737617,0.6339455662639527,0.07677196160804661,2.29003104737617
2016,All opioids with alcohol,NA,Intentional,15-24,0,All,AUS,3172488,0,0,0.11627718687581014,0,0,1.1627718687581015
1997,All opioids with alcohol,NA,Undetermined,15-24,4,All,AUS,2619372,0.15270835910286892,0.04160879601763684,0.39099405318608527,1.5270835910286893,0.4160879601763684,3.909940531860853
1998,All opioids with alcohol,NA,Undetermined,15-24,1,All,AUS,2592341,0.03857517201633581,9.75549389342669e-4,0.21492709823021208,0.3857517201633581,0.00975549389342669,2.149270982302121
1999,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,2583566,0,0,0.14278248747555322,0,0,1.4278248747555322
2e3,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,2595640,0,0,0.14211831380209317,0,0,1.4211831380209317
2001,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,2630115,0,0,0.1402554565246254,0,0,1.402554565246254
2002,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,2667594,0,0,0.13828490393862977,0,0,1.3828490393862978
2003,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,2710380,0,0,0.13610194143893664,0,0,1.3610194143893664
2004,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,2748615,0,0,0.13420867601947348,0,0,1.3420867601947348
2005,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,2794180,0,0,0.1320201204064395,0,0,1.3202012040643951
2006,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,2841117,0,0,0.12983906683085036,0,0,1.2983906683085036
2007,All opioids with alcohol,NA,Undetermined,15-24,2,All,AUS,2903862,0.06887379634431665,0.008340742060722507,0.2487960171543783,0.6887379634431665,0.08340742060722507,2.487960171543783
2008,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,2973974,0,0,0.12403873740566163,0,0,1.2403873740566163
2009,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,3043814,0,0,0.12119268129960147,0,0,1.2119268129960146
2010,All opioids with alcohol,NA,Undetermined,15-24,2,All,AUS,3065102,0.06525068333778127,0.007901976482979614,0.23570807756673262,0.6525068333778127,0.07901976482979614,2.357080775667326
2011,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,3065122,0,0,0.12035017856948764,0,0,1.2035017856948764
2012,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,3092512,0,0,0.11928425177889855,0,0,1.1928425177889854
2013,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,3118366,0,0,0.1182952802965608,0,0,1.182952802965608
2014,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,3141184,0,0,0.11743596683201785,0,0,1.1743596683201785
2015,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,3154845,0,0,0.11692744969634487,0,0,1.1692744969634488
2016,All opioids with alcohol,NA,Undetermined,15-24,0,All,AUS,3172488,0,0,0.11627718687581014,0,0,1.1627718687581015
1997,All opioids with alcohol,NA,All,15-24,11,All,AUS,2619372,0.41994798753288953,0.2096362209745171,0.7514018838597625,4.199479875328896,2.096362209745171,7.514018838597625
1998,All opioids with alcohol,NA,All,15-24,26,All,AUS,2592341,1.0029544724247312,0.6551631455598185,1.469561144659991,10.029544724247312,6.5516314555981845,14.69561144659991
1999,All opioids with alcohol,NA,All,15-24,22,All,AUS,2583566,0.8515362100290838,0.5336521130245513,1.289236073645345,8.515362100290837,5.336521130245513,12.89236073645345
2e3,All opioids with alcohol,NA,All,15-24,17,All,AUS,2595640,0.6549444453005809,0.38152922192282174,1.0486295041027656,6.549444453005809,3.8152922192282173,10.486295041027656
2001,All opioids with alcohol,NA,All,15-24,8,All,AUS,2630115,0.30416920933115094,0.1313186465807028,0.5993345956816861,3.0416920933115095,1.313186465807028,5.993345956816861
2002,All opioids with alcohol,NA,All,15-24,3,All,AUS,2667594,0.11246089172490267,0.023192105615743405,0.3286585810463565,1.1246089172490268,0.23192105615743405,3.286585810463565
2003,All opioids with alcohol,NA,All,15-24,3,All,AUS,2710380,0.11068558652292299,0.022825995538604704,0.32347038380145005,1.10685586522923,0.22825995538604704,3.2347038380145006
2004,All opioids with alcohol,NA,All,15-24,6,All,AUS,2748615,0.21829175784895302,0.08010911316620153,0.4751294199523601,2.1829175784895303,0.8010911316620153,4.751294199523601
2005,All opioids with alcohol,NA,All,15-24,6,All,AUS,2794180,0.21473205019003785,0.07880276506356748,0.467381432342353,2.1473205019003787,0.7880276506356748,4.67381432342353
2006,All opioids with alcohol,NA,All,15-24,1,All,AUS,2841117,0.03519742411171381,8.901276080914528e-4,0.19610749179044942,0.3519742411171381,0.008901276080914528,1.9610749179044942
2007,All opioids with alcohol,NA,All,15-24,9,All,AUS,2903862,0.30993208354942486,0.14172095428877987,0.5883476752304168,3.0993208354942485,1.4172095428877987,5.883476752304167
2008,All opioids with alcohol,NA,All,15-24,5,All,AUS,2973974,0.16812520889557206,0.054589773249473166,0.39234781373685207,1.6812520889557205,0.5458977324947316,3.923478137368521
2009,All opioids with alcohol,NA,All,15-24,9,All,AUS,3043814,0.2956816678023033,0.13520474436444702,0.5612959454454012,2.956816678023033,1.3520474436444703,5.612959454454012
2010,All opioids with alcohol,NA,All,15-24,15,All,AUS,3065102,0.4893801250333594,0.27390231914333935,0.8071581185960259,4.893801250333595,2.7390231914333936,8.071581185960259
2011,All opioids with alcohol,NA,All,15-24,14,All,AUS,3065122,0.4567518030277425,0.24971057582882658,0.7663517541369792,4.567518030277425,2.497105758288266,7.663517541369792
2012,All opioids with alcohol,NA,All,15-24,5,All,AUS,3092512,0.1616808600904378,0.05249731167084516,0.3773088663876618,1.616808600904378,0.5249731167084516,3.773088663876618
2013,All opioids with alcohol,NA,All,15-24,7,All,AUS,3118366,0.22447653675033655,0.09025103318286817,0.4625074635441936,2.2447653675033656,0.9025103318286818,4.625074635441936
2014,All opioids with alcohol,NA,All,15-24,7,All,AUS,3141184,0.22284590778508997,0.08959543705250246,0.4591477446282843,2.2284590778509,0.8959543705250246,4.591477446282843
2015,All opioids with alcohol,NA,All,15-24,3,All,AUS,3154845,0.0950918349395929,0.01961019377748302,0.2778988060737609,0.950918349395929,0.1961019377748302,2.7789880607376087
2016,All opioids with alcohol,NA,All,15-24,1,All,AUS,3172488,0.03152100181308802,7.97152480803068e-4,0.17562377816817784,0.31521001813088023,0.00797152480803068,1.7562377816817785
1997,All opioids with antipsychotics,NA,Accidental,15-24,5,All,AUS,2619372,0.19088544887858616,0.06197995790969312,0.4454625753845734,1.9088544887858616,0.6197995790969312,4.454625753845734
1998,All opioids with antipsychotics,NA,Accidental,15-24,3,All,AUS,2592341,0.11572551604900745,0.023865348651247432,0.3381992025153227,1.1572551604900745,0.2386534865124743,3.381992025153227
1999,All opioids with antipsychotics,NA,Accidental,15-24,9,All,AUS,2583566,0.3483557222846252,0.15929072211157946,0.6612877150767382,3.483557222846252,1.5929072211157946,6.612877150767382
